State,Number,Summary,Bill Type,Date,Status,Erin Reed's State Risk,Notes,URL,Sponsors,Calendar,Change Hash
Massachusetts,H534,To increase access to disposable menstrual products,LGBTQ+ Inclusive Menstrual Rights,5/26/2023,Hearing scheduled for 06/06/2023 from 01:00 PM-05:00 PM in Gardner Auditorium,Safest,,https://legiscan.com/MA/bill/H534/2023,"Jay Livingstone, Christine Barber, Mindy Domb, Lindsay Sabadosa, Patricia Jehlen, Jack Lewis, Danielle Gregoire, Tram Nguyen, Natalie Higgins, Steven Ultrino, Steven Owens, Angelo Puppolo, Jeffrey Roy, Thomas Stanley, Joanne Comerford, Jessica Giannino, James Hawkins, Carmine Gentile, Brian Murray, David LeBoeuf, Patrick O'Connor, Vanna Howard, Jennifer Balinsky Armini, Michelle DuBois, Andres Vargas, Samantha Montano, Josh Cutler, Tricia Farley-Bouvier, Adrian Madaro, Erika Uyterhoeven, Kate Lipper-Garabedian, Manny Cruz, Rebecca Rausch, Mark Montigny, Michelle Ciccolo, William Pignatelli, Carole Fiola, Tommy Vitolo, Ruth Balser, Dawne Shand, James Arena-DeRosa, Natalie Blais, Simon Cataldo, Margaret Scarsdale, Rodney Elliott, Tackey Chan, Ryan Hamilton, David Rogers, Christopher Flanagan, Adrianne Ramos, John Cronin, James Eldridge, David Robertson, David Vieira, Kristin Kassner, Mike Connolly, Ted Philips, Estela Reyes, Susannah Whipps Lee, Dylan Fernandes, Michael Kushmerek, Hannah Kane",Hearing 2023-06-06 13:00 Gardner Auditorium,b147c7942b591b0cd76d0e3193d166dd
Massachusetts,H1255,Requiring menstrual products in buildings on public higher education campuses,LGBTQ+ Inclusive Menstrual Rights,5/22/2023,Hearing scheduled for 05/30/2023 from 10:00 AM-01:00 PM in A-1,Safest,,https://legiscan.com/MA/bill/H1255/2023,"Mindy Domb, Lindsay Sabadosa, Natalie Blais, Natalie Higgins, Samantha Montano, David LeBoeuf, Kathleen LaNatra, Michelle DuBois, Christine Barber, Priscila Sousa, Brian Murray, Manny Cruz, Kevin Honan, Ryan Hamilton, Rebecca Rausch",Hearing 2023-05-30 10:00 A-1,1d174078fc9b9f13821c8196c7276eae
California,AB254,Confidentiality of Medical Information Act: reproductive or sexual health application information.,Provider Protections,7/6/2023,From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 1.) (July 5). Re-referred to Com. on APPR.,Safest,Data transfer prevention,https://legiscan.com/CA/bill/AB254/2023,"Rebecca Bauer-Kahan, Dawn Addis, Laura Friedman, Cecilia Aguiar-Curry, Tasha Boerner Horvath, Diane Papan, Gail Pellerin, Sharon Quirk-Silva, Akilah Weber, Buffy Wicks","Hearing 2023-03-14 13:30 1021 O Street, Room 1100, Hearing 2023-04-25 13:30 State Capitol, Room 126, Hearing 2023-05-10 09:00 1021 O Street, Room 1100, Hearing 2023-06-13 13:30 1021 O Street, Room 2100, Hearing 2023-07-05 00:00 1021 O Street, Room 1200",2a6cb6ac6a3f23ff31d17a3e27c817e3
California,SR26,Relative to Harvey Milk Day.,Supportive Resolution,5/18/2023,Read. Adopted. (Ayes 35. Noes 0. Page 1100.),Safest,Establishing Harvey Milk Day,https://legiscan.com/CA/bill/SR26/2023,"Susan Eggman, Toni Atkins, John Laird, Caroline Menjivar, Steve Padilla, Scott Wiener",,f27aa7ffc33e229e5572cf8de038c1e9
Connecticut,HB06573,An Act Concerning Access To Diaper Changing Tables In Public Buildings And Places Of Public Accommodation.,Diaper Changing Station Bill,6/26/2023,Signed by the Governor,Safest,Establishing diaper changing stations in men's restrooms,https://legiscan.com/CT/bill/HB06573/2023,"Committee on Children, Gregory Haddad, Tom Delnicki, Kathy Kennedy, Matthew Lesser",Hearing 2023-02-07 00:00 ,baf8ca0ca72ddf94813f2d24ef9e9703
Maine,LD1735,An Act to Safeguard Gender-affirming Health Care,Provider Protections,6/15/2023,Carry Over Requested,Low,,https://legiscan.com/ME/bill/LD1735/2023,"Laurie Osher, Anne Carney, Nina Milliken, Matthew Moonen, Suzanne Salisbury, Erin Sheehan, James Worth","Hearing 2023-05-12 13:00 State House, Room 438, Hearing 2023-05-17 13:00 State House, Room 438, Hearing 2023-06-07 13:00 State House, Room 438",7621f41cb7855cf35bdc8083e7b24183
Illinois,SB1344,COVERAGE-ABORT/HORMONE/HIV,Health Care Equity,6/9/2023,Sent to the Governor,Safest,,https://legiscan.com/IL/bill/SB1344/2023,"Celina Villanueva, Mattie Hunter, Mary Edly-Allen, Mike Simmons, Laura Murphy, Kelly Cassidy, Lilian Jimenez, Terra Costa Howard, Margaret Croke, Mary Canty, Lindsey LaPointe, Barbara Hernandez, Norma Hernandez, Maura Hirschauer, Janet Yang Rohr, Eva Dina Delgado, Daniel Didech, Michelle Mussman, Anna Moeller, Kevin Olickal, Dagmara Avelar, Lakesia Collins, Ann Williams, Martin Moylan, Carol Ammons, Jonathan Carroll","Hearing 2023-02-22 13:00 Room 212, Hearing 2023-03-22 15:00 Room 212, Hearing 2023-03-30 19:22 Room 212, Hearing 2023-04-26 16:00 Room D-1 Stratton Building",cb5f6e524c79094234de70f38e71f330
Colorado,SB149,Higher Education Student Financial Aid For Youth Mentors,LGBTQ+ Youth Mentorship,6/6/2023,Governor Signed,Safest,Youth mentorship assistance grant,https://legiscan.com/CO/bill/SB149/2023,"James Coleman, Thomas Exum, Jennifer Bacon, Jeff Bridges, Janet Buckner, Lisa Cutter, Steve Fenberg, Rhonda Fields, Joann Ginal, Julie Gonzales, Chris Hansen, Sonya Jaquez Lewis, Chris Kolker, Janice Marchman, Dominick Moreno, Kevin Priola, Tom Sullivan, Faith Winter, Judith Amabile, Shannon Bird, Andrew Boesenecker, Kyle Brown, Regina English, Elisabeth Epps, Meg Froelich, Lorena Garcia, Serena Gonzales-Gutierrez, Eliza Hamrick, Iman Jodeh, Junie Joseph, Sheila Lieder, Mandy Lindsay, William Lindstedt, Meghan Lukens, Javier Mabrey, Julie McCluskie, Barbara McLachlan, Dafna Michaelson Jenet, David Ortiz, Naquetta Ricks, Said Sharbini, Emily Sirota, Marc Snyder, Tammy Story, Brianna Titone, Alex Valdez, Elizabeth Velasco, Michael Weissman, Jenny Willford, Mary Young, Chris Kennedy","Hearing 2023-02-22 13:30 Room SCR 357, Hearing 2023-03-01 13:30 Room SCR 357, Hearing 2023-03-17 07:30 Room LSB-B, Hearing 2023-04-05 00:00 Room 0107, Hearing 2023-04-12 00:00 Room 0107, Hearing 2023-04-18 07:30 Room Old State Library",d60944477bde75eb346e03f1c81acd4a
Nevada,AB245,Revises provisions governing education. (BDR 34-818),Hate Crimes/Aggravating Circumstances,6/16/2023,"Chapter 504. (Effective July 1, 2023)",Low,requiring the board of trustees of each school district and the governing body of each charter school or university school for profoundly gifted pupils to enter into a memorandum of understanding with an organization that assists victims of power-based violence (including gender and sexuality based violence) and requiring certain pupils be referred to such an organization,https://legiscan.com/NV/bill/AB245/2023,"Selena Torres, Elaine Marzola, Cecelia Gonzalez, Heidi Kasama, Lisa Krasner, Shannon Bilbray-Axelrod, Tracy Brown-May, Reuben D'Silva, Bea Duran, Gregory Hafen, Richard McArthur, Cameron Miller, Erica Mosca, Sabra Newby, Duy Nguyen, Sarah Peters, Shondra Summers-Armstrong, Angie Taylor, Clara Thomas, Howard Watts",Hearing 2023-03-30 13:30 Room 3138,673151809280cbc24910e12504302489
New York,A06599,"Establishes an LGBT youth and young adult suicide prevention task force; provides for the number of members, manner of appointment and the topics to be reviewed.","Commissions, Task Forces, and Studies",4/24/2023,referred to mental health,Safest,Establishes an LGBT youth and young adult suicide prevention task force,https://legiscan.com/NY/bill/A06599/2023,"Karines Reyes, Carrie Woerner, David Weprin, Inez Dickens, Rebecca Seawright, Andrew Hevesi, David McDonough, Steven Otis, Harvey Epstein, Christopher Burdick, Deborah Glick, Jeffrey Dinowitz, Tony Simone, Christopher Tague",,681676f7e46cb12722fef1abcb7e66be
Pennsylvania,HB994,"Providing for married, pregnant, lactating and parenting pupils.",LGBTQ+ Inclusive Rights in Schools,4/24/2023,Referred to EDUCATION,Low,"Uses gender neutral language in giving rights to lactating, pregnant, parenting, and married students",https://legiscan.com/PA/bill/HB994/2023,"Mary Isaacson, Dan Frankel, Jose Giral, Liz Hanbidge, Carol Hill-Evans, Joseph Hohenstein, Maureen Madden, Jennifer O'Mara, Ben Sanchez, Perry Warren, Mary Jo Daley",,08696e5f2ad5ab08d0adbc536606ab39
Connecticut,HB06672,An Act Concerning Endometriosis.,"Commissions, Task Forces, and Studies",6/26/2023,Signed by the Governor,Safest,"Requires biorepository to study endometriosis, specifically citing the need to include minority groups who are represented, including TNGC people",https://legiscan.com/CT/bill/HB06672/2023,"Public Health Committee, Christine Palm, Jillian Gilchrest, Saud Anwar, Anthony Nolan, Antonio Felipe, Devin Carney, Patricia Dillon, Kathleen McCarty, Holly Cheeseman, Michelle Cook, David Michel, Hubert Delany, Tom Delnicki, Kathy Kennedy, Tony Hwang, Charles Ferraro, John-Michael Parker, Cristin McCarthy Vahey, Matt Blumenthal",Hearing 2023-02-22 00:00 ,93e38da3e188595b2935ac39946e49a3
Minnesota,HF2925,"Gender-neutral, single-user restroom and locker room facilities provided; and money appropriated.",Inclusive Bathrooms,4/25/2023,Author added Fischer,Safest,,https://legiscan.com/MN/bill/HF2925/2023,"Alicia Kozlowski, Leigh Finke, Laurie Pryor, Cheryl Youakim, Liz Olson, Samantha Sencer-Mura, Andrew Smith, Heather Keeler, Jamie Becker-finn, Brion Curran, Lucille Rehm, Liz Lee, Mary Clardy, Esther Agbaje, Kaohly Her, Kim Hicks, Liz Reyer, Jay Xiong, Kristi Pursell, Peter Fischer",Hearing 2023-03-24 13:00 ,1a16b5c92ed9c27d88b9c2ae0688d07a
Nevada,SB240,Revises provisions relating to the Nevada New Markets Jobs Act. (BDR 18-792),Supporting LGBTQ+ Owned Businesses,6/16/2023,"Chapter 517. (Effective July 1, 2023)",Low,Invests in LGBTQ+ owned businesses,https://legiscan.com/NV/bill/SB240/2023,Dina Neal,"Hearing 2023-03-21 13:00 Room 2149, Hearing 2023-04-13 13:00 Room 2149, Hearing 2023-05-23 08:00 Room 2135, Hearing 2023-05-23 00:00 Room 2135, Hearing 2023-06-02 09:00 Room 3137, Hearing 2023-06-02 10:00 Room 3137, Hearing 2023-06-02 00:00 Room 3137",1ea4536f97eef8e2d14c35c63bf1a469
New York,A06660,Includes the abduction of a child to avoid treatment for gender dysphoria in the offense of custodial interference in the first degree; provides that the provision of gender affirming therapy or care or of sex-reassignment prescriptions or procedures shall not be considered mistreatment or abuse of the child.,Gender Affirming Care Protections,4/26/2023,referred to codes,Safest,Prevents abduction of a child to avoid treatment for gender dysphoria. Says that allowing minor gender affirming care is not child abuse,https://legiscan.com/NY/bill/A06660/2023,Christopher Burdick,,a46811cec0802be14c5eb562369d603a
Oregon,HCR32,In memoriam: Walter Willard Cole Sr. (aka Darcelle XV).,Supportive Resolution,6/25/2023,In committee upon adjournment.,Safest,"In memoriam: Walter Willard Cole Sr. (aka Darcelle XV), 1930-2023",https://legiscan.com/OR/bill/HCR32/2023,"Maxine Dexter, Katherine Lieber, Travis Nelson, Robert Nosse, Tawna Sanchez, Ben Bowman, Farrah Chaichi, Zach Hudson, Wlnsvey Campos, Lew Frederick, Sara Gelser Blouin, Janeen Sollman, Kathleen Taylor",,bf009360f8b832956e2e908cc5b60959
New York,A06664,"Provides that no person shall be denied equal rights under the laws of this state or any subdivision thereof based on that person's sexual orientation or actual or perceived gender identity, appearance, behavior, expression, or other gender-related characteristic regardless of the sex assigned to that person at birth, including, but not limited to, the status of being transgender.",Broad Nondiscrimination,5/15/2023,opinion referred to judiciary,Safest,Provides that no person shall be denied equal rights under the laws of this state for being LGBTQ+,https://legiscan.com/NY/bill/A06664/2023,Christopher Burdick,,c0a2288ef264df3afa664e92f34f7adf
Pennsylvania,HR94,"Designating the month of April 2023 as ""Sexual Assault Awareness Month"" in Pennsylvania.",Supportive Resolution,4/28/2023,Referred to JUDICIARY,Low,Establishes Sexual Assault Awareness Month and recognizes the impact on the LGBTQ+ community,https://legiscan.com/PA/bill/HR94/2023,"Jeanne McNeill, Tarah Probst, Maureen Madden, Michael Schlossberg, Carol Hill-Evans, Robert Freeman, Robert Merski, Stephen Kinsey, Steven Malagari, Ben Sanchez, Mark Gillen, La'Tasha Mayes, Kristine Howard, Melissa Cerrato, Roni Green",,59726d158f563148c9f6347ec67d3fe7
US,HR337,Original Fair Housing Resolution of 2023,Supportive Resolution,4/28/2023,Referred to the House Committee on the Judiciary.,Low,"Establishes the goals of the Fair Housing Act and recognizing April 2023 as ""Fair Housing Month"", acknowledges LGBTQ+ discrimination in housing",https://legiscan.com/US/bill/HR337/2023,"Al Green, Maxine Waters, Gwen Moore, Eleanor Norton, Nydia Velazquez, Bonnie Coleman, Joyce Beatty, Suzanne Bonamici, Ro Khanna, Mary Gay Scanlon, Bennie Thompson, David Trone, Delia Ramirez, Shontel Brown, Mark Pocan, Jasmine Crockett, Andre Carson, Madeleine Dean, Sylvia Garcia, Barbara Lee, Linda Sanchez, Jahana Hayes, Earl Blumenauer, Nikema Williams, Dwight Evans, Yvette Clarke, Judy Chu",,3f8b06a2d4482a0aaf08b3b0501b34cc
New York,J00874,"Memorializing Governor Kathy Hochul to proclaim May 2, 2023, as Domestic Violence Awareness and Prevention Day in the State of New York",Supportive Resolution,5/2/2023,ADOPTED,Safest,"Acknowledges May 2, 2023, as Domestic Violence Awareness and Prevention Day, acknowledges LBGTQ+ community being highly impacted",https://legiscan.com/NY/bill/J00874/2023,"Lea Webb, Joseph Addabbo, Jamaal Bailey, Neil Breslin, Jabari Brisport, Samra Brouk, Iwen Chu, Cordell Cleare, Leroy Comrie, Jeremy Cooney, Simcha Felder, Nathalia Fernandez, Michael Gianaris, Kristen Gonzalez, Andrew Gounardes, Peter Harckham, Michelle Hinchey, Brad Hoylman-Sigal, Robert Jackson, Brian Kavanagh, Timothy Kennedy, Liz Krueger, John Liu, John Mannion, Monica Martinez, Rachel May, Shelley Mayer, Zellnor Myrie, Kevin Parker, Roxanne Persaud, Jessica Ramos, Gustavo Rivera, Robert Rolison, Sean Ryan, Julia Salazar, James Sanders, Jessica Scarcella-Spanton, Luis Sepulveda, Jose Serrano, James Skoufis, Toby Stavisky, Andrea Stewart-Cousins, Kevin Thomas, William Weber",,ea55c156fe7e712ec47ab364a331da25
New York,K00380,"Commemorating the 40th Anniversary of the Rochester Gay Men's Chorus' first performance on May 7, 2023",Supportive Resolution,5/1/2023,adopted,Safest,Commemorating the 40th Anniversary of the Rochester Gay Men's Chorus' first performance,https://legiscan.com/NY/bill/K00380/2023,"Harry Bronson, Deborah Glick, Daniel O'Donnell, Catalina Cruz, Tony Simone, Sarah Clark, Josh Jensen, Jennifer Lunsford, Demond Meeks",,4239e390aef02819d61c3f0ea2ca34e2
New York,K00388,"Memorializing Governor Kathy Hochul to proclaim May 2, 2023, as Domestic Violence Awareness and Prevention Day in the State of New York",Supportive Resolution,5/2/2023,adopted,Safest,"Declares Domestic Violence Awareness and Prevention Day, acknowledges impact on LGBTQ+ community",https://legiscan.com/NY/bill/K00388/2023,"Karen McMahon, Joseph Angelino, Jeffrion Aubry, Scott Bendett, Rodneyse Bichotte Hermelyn, Karl Brabenec, Edward Braunstein, Keith Brown, Marianne Buttenschon, William Colton, Brian Cunningham, Manny De Los Santos, Joseph DeStefano, Harvey Epstein, Michael Fitzpatrick, Deborah Glick, Aileen Gunther, Stephen Hawley, Andrew Hevesi, Alicia Hyndman, Josh Jensen, D. Billy Jones, Charles Lavine, Nikki Lucas, Donna Lupardo, Brian Maher, Brian Manktelow, John McDonald, David McDonough, John Mikulin, Angelo Morinello, Michael Norris, Amy Paulin, Steven Raga, Philip Ramos, Nily Rozic, Rebecca Seawright, Gina Sillitti, Jo Simon, Tony Simone, Matthew Simpson, Matthew Slater, Robert Smullen, Steve Stern, Albert Stirpe, Fred Thiele, Latrice Walker, Monica Wallace, David Weprin",,c05134a64cd74f1492880c55aa879b67
California,SR33,"Relative to Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ+) Pride Month.",Supportive Resolution,6/5/2023,Read. Adopted. (Ayes 31. Noes 0. Page 1445.),Safest,Resolution to advance LGBTQ+ causes,https://legiscan.com/CA/bill/SR33/2023,"Susan Eggman, Toni Atkins, John Laird, Caroline Menjivar, Steve Padilla, Scott Wiener",,cdcab5a66e95cb564ca55aacf0a0d273
California,AR33,"Relative to Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ+) Pride Month.",Supportive Resolution,6/5/2023,Read. Adopted.,Safest,Resolution to advance LGBTQ+ causes,https://legiscan.com/CA/bill/AR33/2023,"Chris Ward, Sabrina Cervantes, Corey Jackson, Alex Lee, Evan Low, Rick Zbur, Dawn Addis, Cecilia Aguiar-Curry, Juan Alanis, David Alvarez, Joaquin Arambula, Jasmeet Bains, Rebecca Bauer-Kahan, Steve Bennett, Marc Berman, Blanca Rubio, Tasha Boerner Horvath, Mia Bonta, Lisa Calderon, Damon Connolly, Laura Friedman, Jesse Gabriel, Eduardo Garcia, Mike Gipson, Matt Haney, Gregg Hart, Chris Holden, Jacqui Irwin, Reginald Jones-Sawyer, Juan Carrillo, Ash Kalra, Josh Lowenthal, Luz Rivas, Brian Maienschein, Kevin McCarty, Tina McKinnor, Mike Fong, Liz Ortega, Blanca Pacheco, Diane Papan, Gail Pellerin, Cottie Petrie-Norris, Sharon Quirk-Silva, James Ramos, Anthony Rendon, Eloise Reyes, Robert Rivas, Freddie Rodriguez, Miguel Santiago, Pilar Schiavo, Esmeralda Soria, Stephanie Nguyen, Philip Ting, Carlos Villapudua, Marie Waldron, Greg Wallis, Akilah Weber, Wendy Carrillo, Buffy Wicks, Jim Wood",,4a97f29bed44f2c9d49728273c433662
Minnesota,SF2212,Department of Health policy provisions modification,Health Care Equity,5/2/2023,Second reading,Safest,Requires medical assistance covers gender affirming services,https://legiscan.com/MN/bill/SF2212/2023,Melissa Wiklund,"Hearing 2023-03-15 08:30 , Hearing 2023-03-23 08:30 ",0da9542c603a0d995fe1023b3a4092c8
DC,CER25-0069,DC Black Pride Recognition Resolution of 2023,Supportive Resolution,5/19/2023,"Resolution ACR25-0068, Effective from May 02, 2023 Published in DC Register Page 007060",Safest,Acknowledges DC Black Pride,https://legiscan.com/DC/bill/CER25-0069/2023,"Robert White, Vincent Gray, Kenyan McDuffie, Zachary Parker, Janeese Lewis George, Brooke Pinto, Matthew Frumin, Christina Henderson, Charles Allen, Anita Bonds, Trayon White",,c48348b16ad36a0f83d390a313d2a39f
Maine,LD794,An Act to Expand the Membership of the Permanent Commission on the Status of Women,"Commissions, Task Forces, and Studies",5/11/2023,"On motion by Senator ROTUNDO of Androscoggin PLACED ON THE SPECIAL APPROPRIATIONS TABLE pending PASSAGE TO BE ENACTED, in concurrence.",Low,Expand the Membership of the Permanent Commission on the Status of Women to specifically include LGBTQ+ peoples,https://legiscan.com/ME/bill/LD794/2023,"Eloise Vitelli, Kristen Cloutier, Sally Cluchey, Matthea Larsen Daughtry, Rebecca Jauch, Margaret O'Neil, Teresa Pierce, Joseph Rafferty, Margaret Rotundo, Maureen Terry","Hearing 2023-03-31 09:00 Cross Building, Room 214, Hearing 2023-04-06 13:01 Cross Building, Room 214",f937df8f5d69f3417a62c83159c36f5c
US,HR351,"Recognizing the impact the stigmatization of menstruation has on the lives of women, girls, and people who menstruate, and expressing support for the designation of the month of May as ""National Menstrual Health Awareness Month"".",Supportive Resolution,5/5/2023,Referred to the Subcommittee on Health.,Low,"National Menstrual Health Awareness Month, acknowledges trans people as people who menstruate",https://legiscan.com/US/bill/HR351/2023,"Grace Meng, Yvette Clarke, Nanette Barragan, Joyce Beatty, Dwight Evans, Lois Frankel, Raul Grijalva, Eleanor Norton, Donald Payne, Nydia Velazquez, Barbara Lee, Judy Chu, Stacey Plaskett, Katie Porter, Julia Brownley, Gwen Moore, Terri Sewell, David Trone, Danny Davis, Sheila Cherfilus-McCormick",,73b5178ae2ffc334732e217ec6559798
US,HCR39,"Expressing the sense of Congress to support the case of Beatriz, a young woman from a rural area of El Salvador, living in extreme poverty and with lupus, who fought for her life against the state to allow her to terminate a pregnancy that put her at risk, which exposed the serious consequences of the absolute criminalization of abortion in El Salvador, and urging the Salvadoran state to assume its international obligations in the field of human rights.",Supportive Resolution,5/5/2023,Referred to the Subcommittee on Health.,Low,Acknowledges LGBTQ+ disparities in abortion and reproductive health,https://legiscan.com/US/bill/HCR39/2023,"Nikema Williams, Adriano Espaillat, Rashida Tlaib, Barbara Lee, Jesus Garcia, Jasmine Crockett, Janice Schakowsky, Nanette Barragan, James McGovern, Veronica Escobar, Raul Grijalva, Debbie Wasserman Schultz, Joaquin Castro, Sydney Kamlager-Dove, Donald Payne, Linda Sanchez, Nydia Velazquez",,b934b162bda27aecc999172b07f65737
New York,S06637,Provides for a tax credit for certain persons relocating to the state to provide or receive reproductive care or gender-affirming care.,Safe State Bill,5/3/2023,REFERRED TO BUDGET AND REVENUE,Safest,Provides for a tax credit for certain persons relocating to the state to provide or receive reproductive care or gender-affirming care,https://legiscan.com/NY/bill/S06637/2023,Michelle Hinchey,,87885ac07f79fb7e8458656f3b571d31
Massachusetts,S2016,To ensure gender parity and racial and ethnic diversity on public boards and commissions,"Commissions, Task Forces, and Studies",5/4/2023,Hearing scheduled for 05/10/2023 from 12:00 PM-02:00 PM in Gardner Auditorium,Safest,Ensuring representation on public boards and commissions,https://legiscan.com/MA/bill/S2016/2023,"Jason Lewis, Rebecca Rausch, Vanna Howard, Salvatore DiDomenico, James Eldridge, Joan Lovely",Hearing 2023-05-10 12:00 Gardner Auditorium,10409e8a1bc920615f51ffdef9860744
Massachusetts,S2029,To promote gender and racial diversity on public boards and commissions,"Commissions, Task Forces, and Studies",5/4/2023,Hearing scheduled for 05/10/2023 from 12:00 PM-02:00 PM in Gardner Auditorium,Safest,Ensuring representation on public boards and commissions,https://legiscan.com/MA/bill/S2029/2023,"Liz Miranda, Salvatore DiDomenico, Rodney Elliott",Hearing 2023-05-10 12:00 Gardner Auditorium,e16340fdae1b416e78b014747c32aa28
Illinois,HB3093,MENSTRUAL HYGIENE PRODUCTS,LGBTQ+ Inclusive Menstrual Rights,5/26/2023,Rule 3-9(a) / Re-referred to Assignments,Safest,Ensures menstrual products available not only in women's bathrooms,https://legiscan.com/IL/bill/HB3093/2023,"Barbara Hernandez, Kelly Cassidy, Ann Williams, Edgar Gonzalez, Anna Moeller, Laura Faver Dias, Kevin Olickal, Nabeela Syed, Diane Blair-Sherlock, Lilian Jimenez, Norma Hernandez, Anne Stava-Murray, Theresa Mah, Elizabeth Hernandez, Karina Villa, Rachel Ventura, Robert Martwick","Hearing 2023-03-09 08:00 Room D-1 Stratton Building, Hearing 2023-05-17 13:00 Room 212",4aac54841035ab4e7f5213c3870144ec
California,SR37,Relative to a day of remembrance for the Institute for Sexual Research.,Supportive Resolution,7/7/2023,July 11 hearing canceled at the request of author.,Safest,Day of Remembrance for the Institute for Sexual Research,https://legiscan.com/CA/bill/SR37/2023,"Dave Cortese, Susan Eggman, Scott Wiener","Hearing 2023-07-11 09:00 1021 O Street, Room 2100",bbca14843f83137bcbf701e26ca8628d
Massachusetts,H637,Establishing an LGBTQI long-term care facility bill of rights,LGBTQ+ Elder Rights,5/8/2023,Hearing scheduled for 05/15/2023 from 01:00 PM-05:00 PM in A-1,Safest,,https://legiscan.com/MA/bill/H637/2023,"Jack Lewis, Sarah Peake, Patricia Jehlen, Rebecca Rausch, Joanne Comerford, Natalie Higgins, James Eldridge, Samantha Montano, Tommy Vitolo, Julian Cyr, Mindy Domb",Hearing 2023-05-15 13:00 A-1,f94498a27b19173e23696fe9a5a86254
Massachusetts,S381,Establishing an LGBTQI long-term care facility bill of rights,LGBTQ+ Elder Rights,5/8/2023,Hearing scheduled for 05/15/2023 from 01:00 PM-05:00 PM in A-1,Safest,,https://legiscan.com/MA/bill/S381/2023,"Patricia Jehlen, Rebecca Rausch, Jack Lewis, Susannah Whipps Lee, Salvatore DiDomenico, Joanne Comerford, Julian Cyr, James Eldridge",Hearing 2023-05-15 13:00 A-1,ca523e8de53d73ae058f9c2da14672f3
Vermont,H0452,An act relating to expanding apprenticeship and other workforce opportunities,LGBTQ+ Inclusive Workforce Expansion,5/12/2023,"House message: Governor approved bill on June 8, 2023",Safest,"Provides underserved populations, such as LGBTQ+ people, with apprenticeship and other workforce opportunities",https://legiscan.com/VT/bill/H0452/2023,"Michael Marcotte, James Carroll, Heather Chase, Edye Graning, Stephanie Jerome, Emma Mulvaney-Stanak, Logan Nicoll, Monique Priestley, Jarrod Sammis, Kirk White, Jonathan Williams","Hearing 2023-03-14 00:00 , Hearing 2023-05-02 00:00 , Hearing 2023-05-03 00:00 , Hearing 2023-05-04 00:00 , Hearing 2023-05-04 00:00 , Hearing 2023-05-05 00:00 , Hearing 2023-05-09 00:00 , Hearing 2023-05-10 00:00 ",3861cb351b6e5aa8efcda2028008d319
New Jersey,S1033,"Establishes ""Alzheimer's and Dementia Care Long-Term Advisory Commission"" in DHS.","Commissions, Task Forces, and Studies",5/8/2023,"Approved P.L.2023, c.41.",Safest,Gathers data about people with Alzheimer's from underserved populations such as LGBTQ+ community,https://legiscan.com/NJ/bill/S1033/2022,"Joseph Vitale, Teresa Ruiz, Daniel Benson, Patrick Diegnan, Gordon Johnson, Fred Madden, Troy Singleton, Jean Stanfield, Shirley Turner, Vincent Polistina, Nia Gill, Nellie Pou, Mila Jasey, John DiMaio, John McKeon, Herbert Conaway, Erik Peterson, Sean Kean, Pamela Lampitt","Hearing 2022-05-12 13:00 Committee Room 6, First Floor, State House Annex, Trenton, NJ, Hearing 2023-02-13 10:00 Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",e448ef6e46fa4f5a471b61d502f1ecf4
Illinois,SB2427,DFPR-HEALTH CARE CULTURAL COMP,Health Care Equity,5/8/2023,Added as Co-Sponsor Sen. Laura M. Murphy,Safest,Requires training on LGBTQ+ identities for continuing education,https://legiscan.com/IL/bill/SB2427/2023,"Ram Villivalam, Susan Rezin, Celina Villanueva, Ann Gillespie, Karina Villa, Emil Jones, Rachel Ventura, Christopher Belt, Javier Cervantes, Mike Simmons, David Koehler, Robert Peters, Cristina Pacione-Zayas, Sara Feigenholtz, Doris Turner, Mike Porfirio, Michael Halpin, Mary Edly-Allen, Adriane Johnson, Laura Murphy",,181e06ba73aa224032592eb22c1e6d4e
Massachusetts,H1758,To prevent human trafficking and improve the health and safety of sex workers,"Commissions, Task Forces, and Studies",5/9/2023,Hearing scheduled for 05/16/2023 from 01:00 PM-05:00 PM in A-2,Safest,For legislation to prevent human trafficking and improve the health and safety of sex workers.,https://legiscan.com/MA/bill/H1758/2023,"Lindsay Sabadosa, Samantha Montano, Joanne Comerford, Patricia Duffy, Christine Barber, Patrick Kearney, Jack Lewis, Natalie Higgins",Hearing 2023-05-16 13:00 A-2,b0595cfc60b4942d43f5b6495fb34f16
Massachusetts,S1046,To prevent human trafficking and improve the health and safety of sex workers,"Commissions, Task Forces, and Studies",5/9/2023,Hearing scheduled for 05/16/2023 from 01:00 PM-05:00 PM in A-2,Safest,For legislation to prevent human trafficking and improve the health and safety of sex workers.,https://legiscan.com/MA/bill/S1046/2023,"Liz Miranda, Joanne Comerford, Jack Lewis, Patricia Jehlen",Hearing 2023-05-16 13:00 A-2,5be81d56916683489d7bbbb73488b5fe
