"Date","State","Bill","Bill Description","Bill Type","Status","Bill Link","year"
2021-04-05,"North Carolina","S514","Youth Health Protection Act","Youth Athletics","Introduced","https://legiscan.com/NC/bill/S514/2021","2021"
2021-04-05,"Pennsylvania","HB972","An Act providing for sport activities in public institutions of higher education and public school entities to be expressly designated male, female or coed; and creating causes of action for harms suffered by designation.","Youth Athletics","Introduced","https://legiscan.com/PA/bill/HB972/2021","2021"
2021-04-02,"Louisiana","HB575","Restricts prescribing and dispensing of certain drugs to delay puberty and prohibits withholding of certain information from the minor's parent or legal guardian (OR SEE FISC NOTE GF EX)","Youth Athletics","Introduced","https://legiscan.com/LA/bill/HB575/2021","2021"
2021-04-02,"Louisiana","HB542","Provides for the Fairness in Women's Sports Act relative to a school's ability to offer opportunities to each student to participate in team sporting events on an equal basis","Youth Athletics","Introduced","https://legiscan.com/LA/bill/HB542/2021","2021"
2021-03-30,"Louisiana","SB104","Provides relative to gender therapy and minors. (8/1/21)","Healthcare","Introduced","https://legiscan.com/LA/bill/SB104/2021","2021"
2021-03-29,"Arkansas","SB354","To Create The Fairness In Women's Sports Act.","Youth Athletics","Signed/Enacted","https://legiscan.com/AR/bill/SB354/2021","2021"
2021-03-22,"North Carolina","H358","Save Women's Sports Act","Youth Athletics","Introduced","https://legiscan.com/NC/bill/H358/2021","2021"
2021-03-19,"Kansas","SB208","Creating the fairness in women's sports act to require that female student athletic teams only include members who are biologically female.","Youth Athletics","Crossed Over","https://legiscan.com/KS/bill/SB208/2021","2021"
2021-03-18,"Washington","HB1556","Concerning equitable competition between students who participate in school athletic activities.","Youth Athletics","Dead/Failed","https://legiscan.com/WA/bill/HB1556/2021","2021"
2021-03-18,"Rhode Island","S0638","Categorizes women by their biological identity at birth rather than their gender identity for purpose of organized sports.","Youth Athletics","Introduced","https://legiscan.com/RI/bill/S0638/2021","2021"
2021-03-16,"Ohio","SB132","To enact sections 3313.5317 and 3345.561 of the Revised Code to enact the ""Save Women's Sports Act"" to require schools, state institutions of higher education, and private colleges to designate separate single-sex teams and sports for each sex.","Youth Athletics","Introduced","https://legiscan.com/OH/bill/SB132/2021","2021"
2021-03-16,"United States","HB1927","Modifies provisions relating to federal funding for, and health insurance coverage of, gender reassignment medical interventions, which include surgical remedies and hormone therapy arising from a conflict between an individual's gender identity and the sex the individual has or was identified as having at birth. Specifically, the bill prohibits the use of federal funds for gender reassignment medical interventions or for health coverage that includes such interventions. Additionally, such interventions may not be provided in a federal health care facility or by a federal employee. Under current law, coverage of these interventions through Medicare and Medicaid is generally determined at the state level. The bill's restrictions regarding the use of federal funds do not apply to treatment of individuals with medically verifiable disorders of sex development, such as individuals born with atypical development of chromosomal, gonadal, or anatomical sex. The bill also prohibits qualified health plans from including coverage for gender reassignment medical interventions. Further, plans that include coverage for such interventions are not eligible for federal subsidies.","Youth Athletics","Introduced","https://legiscan.com/US/bill/HB1927/2021","2021"
2021-03-16,"United States","SB777","Modifies provisions relating to federal funding for, and health insurance coverage of, gender reassignment medical interventions, which include surgical remedies and hormone therapy arising from a conflict between an individual's gender identity and the sex the individual has or was identified as having at birth. Specifically, the bill prohibits the use of federal funds for gender reassignment medical interventions or for health coverage that includes such interventions. Additionally, such interventions may not be provided in a federal health care facility or by a federal employee. Under current law, coverage of these interventions through Medicare and Medicaid is generally determined at the state level. The bill's restrictions regarding the use of federal funds do not apply to treatment of individuals with medically verifiable disorders of sex development, such as individuals born with atypical development of chromosomal, gonadal, or anatomical sex. The bill also prohibits qualified health plans from including coverage for gender reassignment medical interventions. Further, plans that include coverage for such interventions are not eligible for federal subsidies.","Youth Athletics","Introduced","https://legiscan.com/US/bill/SB777/2021","2021"
2021-03-16,"United States","HB1926","Establishes a new criminal offense for performing gender reassignment medical interventions on minors. It also provides that a minor who receives such an intervention may bring a civil action against each person who performed that intervention. The bill defines these interventions as certain surgeries or the use of hormones to change the body of an individual to correspond to a sex that is discordant with the individual's biological sex. It excludes, however, interventions in cases where an individual has ambiguous external biological sex characteristics or where a physician has determined that an individual does not have normal sex chromosome structure, sex steroid hormone production, or sex steroid hormone action. An individual who performs these interventions on a minor is subject to criminal penalties—a fine, a prison term of up to five years, or both. A minor who receives these medical interventions may not be arrested or prosecuted for an offense under this bill.","Youth Athletics","Introduced","https://legiscan.com/US/bill/HB1926/2021","2021"
2021-03-16,"United States","SB778","Establishes a new criminal offense for performing gender reassignment medical interventions on minors. It also provides that a minor who receives such an intervention may bring a civil action against each person who performed that intervention. The bill defines these interventions as certain surgeries or the use of hormones to change the body of an individual to correspond to a sex that is discordant with the individual's biological sex. It excludes, however, interventions in cases where an individual has ambiguous external biological sex characteristics or where a physician has determined that an individual does not have normal sex chromosome structure, sex steroid hormone production, or sex steroid hormone action. An individual who performs these interventions on a minor is subject to criminal penalties—a fine, a prison term of up to five years, or both. A minor who receives these medical interventions may not be arrested or prosecuted for an offense under this bill.","Youth Athletics","Introduced","https://legiscan.com/US/bill/SB778/2021","2021"
